subject,frequency
gnd:4480033-2,18
gnd:4209397-1,29
gnd:4072798-1,21
gnd:4041156-4,1
gnd:4833851-5,2
gnd:4362502-2,4
gnd:4699227-3,5
gnd:4130011-7,2
gnd:4191578-1,3
gnd:4113934-3,10
gnd:4114007-2,12
gnd:4480820-3,2
gnd:4401225-1,11
gnd:4012264-5,8
gnd:4571165-3,4
gnd:4268972-7,1
gnd:4037952-8,95
gnd:4038261-8,37
gnd:4194231-0,1
gnd:115579382X,1
gnd:4455833-8,71
gnd:4016019-1,2
gnd:4142351-3,1
gnd:4145373-6,2
gnd:4025645-5,7
gnd:1042672008,4
gnd:4014306-5,31
gnd:4029748-2,5
gnd:4027547-4,7
gnd:4820124-8,1
gnd:4325822-0,1
gnd:4048574-2,39
gnd:7663359-7,16
gnd:4031824-2,56
gnd:4003953-5,18
gnd:4120756-7,4
gnd:1231285834,2
gnd:4563416-6,1
gnd:4198574-6,1
gnd:4125894-0,1
gnd:4146240-3,1
gnd:4588977-6,5
gnd:4163602-8,1
gnd:4277405-6,1
gnd:4153918-7,2
gnd:4146236-1,2
gnd:4324907-3,10
gnd:4296816-1,1
gnd:4059219-4,20
gnd:4200378-7,2
gnd:4187993-4,2
gnd:4012269-4,7
gnd:4112679-8,28
gnd:4289518-2,1
gnd:7743264-2,1
gnd:7704810-6,38
gnd:4047409-4,58
gnd:4180815-0,21
gnd:4668702-6,2
gnd:4571979-2,1
gnd:4041408-5,9
gnd:4157109-5,2
gnd:4058125-1,13
gnd:4016921-2,40
gnd:4205786-3,2
gnd:4177686-0,3
gnd:4190759-0,2
gnd:4559381-4,27
gnd:4251836-2,8
gnd:4184206-6,6
gnd:4193909-8,72
gnd:4481627-3,1
gnd:4191048-5,2
gnd:4150175-5,2
gnd:4171864-1,2
gnd:4155638-0,4
gnd:4314058-0,1
gnd:4225770-0,1
gnd:4352640-8,1
gnd:4277667-3,4
gnd:4061650-2,45
gnd:4193213-4,4
gnd:4496586-2,1
gnd:4420719-0,6
gnd:4001720-5,2
gnd:7721988-0,1
gnd:4011130-1,20
gnd:4136070-9,3
gnd:4000771-6,15
gnd:4796431-5,1
gnd:7635518-4,1
gnd:4348147-4,1
gnd:4156670-1,3
gnd:4015246-7,18
gnd:7601243-8,3
gnd:4711803-9,3
gnd:4136044-8,4
gnd:4033422-3,26
gnd:4043816-8,16
gnd:4156902-7,4
gnd:4123623-3,81
gnd:4274537-8,2
gnd:4472376-3,3
gnd:4255044-0,15
gnd:4153071-8,2
gnd:7712099-1,2
gnd:4167045-0,48
gnd:4113552-0,3
gnd:1066617112,18
gnd:4114166-0,14
gnd:4112630-0,1
gnd:1028467672,1
gnd:4194512-8,4
gnd:4063323-8,4
gnd:4069183-4,63
gnd:4180094-1,8
gnd:1033492388,3
gnd:4126571-3,10
gnd:4163681-8,1
gnd:4078299-2,7
gnd:4162781-7,1
gnd:4627581-2,22
gnd:7843593-6,2
gnd:4170439-3,3
gnd:4356607-8,1
gnd:4121068-2,10
gnd:4072819-5,115
gnd:4204262-8,1
gnd:4177113-8,2
gnd:4030323-8,8
gnd:4155733-5,6
gnd:4127613-9,23
gnd:4134724-9,6
gnd:4016443-3,14
gnd:4016462-7,5
gnd:4126466-6,13
gnd:4144262-3,1
gnd:4494337-4,1
gnd:4184790-8,3
gnd:4021190-3,1
gnd:4343204-9,16
gnd:4730138-7,1
gnd:4149067-8,1
gnd:4212684-8,3
gnd:4314136-5,1
gnd:4572253-5,1
gnd:4276879-2,1
gnd:4590902-7,2
gnd:4190792-9,5
gnd:4176777-9,1
gnd:4125566-5,3
gnd:4048223-6,2
gnd:4168914-8,1
gnd:4038168-7,65
gnd:4165563-1,1
gnd:4271161-7,1
gnd:4169982-8,5
gnd:1242294805,1
gnd:113696553X,6
gnd:1061057097,67
gnd:4048960-7,7
gnd:4014251-6,28
gnd:4193187-7,7
gnd:4169285-8,6
gnd:4125431-4,5
gnd:4486542-9,3
gnd:4130560-7,3
gnd:1047910624,1
gnd:4128360-0,5
gnd:4139347-8,3
gnd:4168246-4,4
gnd:4128276-0,1
gnd:4265706-4,1
gnd:4130470-6,58
gnd:4128491-4,2
gnd:4131259-4,2
gnd:4164746-4,5
gnd:4337262-4,2
gnd:4146038-8,2
gnd:4157394-8,2
gnd:7526076-1,8
gnd:4141464-0,2
gnd:4401313-9,114
gnd:4265875-5,10
gnd:4424211-6,3
gnd:4132508-4,9
gnd:4347788-4,4
gnd:4697001-0,1
gnd:4529904-3,1
gnd:4227968-9,1
gnd:4178322-0,2
gnd:4009874-6,11
gnd:4003412-4,6
gnd:4588607-6,6
gnd:4176053-0,3
gnd:4560677-8,5
gnd:4314054-3,4
gnd:4112586-1,8
gnd:4330709-7,7
gnd:4434275-5,179
gnd:4120658-7,11
gnd:4135231-2,15
gnd:4188737-2,1
gnd:4253648-0,7
gnd:4004955-3,101
gnd:4164852-3,4
gnd:4185175-4,3
gnd:4152449-4,1
gnd:4045580-4,17
gnd:4037945-0,10
gnd:4011450-8,14
gnd:1298050545,2
gnd:4203167-9,7
gnd:4287476-2,13
gnd:4548300-0,2
gnd:4583929-3,1
gnd:4160367-9,1
gnd:4018908-9,26
gnd:4335207-8,3
gnd:4128843-9,5
gnd:4046781-8,4
gnd:4198747-0,1
gnd:4745743-0,1
gnd:4171053-8,1
gnd:4146857-0,3
gnd:4212819-5,1
gnd:4190746-2,3
gnd:4153421-9,2
gnd:4113411-4,16
gnd:4830853-5,12
gnd:4172661-3,5
gnd:4211713-6,14
gnd:4018916-8,60
gnd:4187471-7,1
gnd:4178139-9,3
gnd:4158788-1,1
gnd:4164905-9,2
gnd:4042104-1,5
gnd:4026944-9,26
gnd:4153493-1,5
gnd:4139167-6,6
gnd:4134751-1,22
gnd:4659944-7,6
gnd:4131592-3,2
gnd:4136862-9,10
gnd:1027903738,40
gnd:4120469-4,2
gnd:4176287-3,2
gnd:4525055-8,1
gnd:4151819-6,8
gnd:4225741-4,1
gnd:4024271-7,40
gnd:4362438-8,4
gnd:4197596-0,3
gnd:4197595-9,2
gnd:4197597-2,1
gnd:7553558-0,4
gnd:4113559-3,1
gnd:7532053-8,1
gnd:4052105-9,2
gnd:7527248-9,10
gnd:4077614-1,1
gnd:4174610-7,8
gnd:4030351-2,2
gnd:4003864-6,7
gnd:104622879X,1
gnd:4247638-0,1
gnd:4163594-2,3
gnd:4049426-3,7
gnd:4049415-9,3
gnd:4143413-4,111
gnd:4003949-3,4
gnd:4069106-8,8
gnd:4293945-8,9
gnd:4009880-1,3
gnd:4238905-7,1
gnd:4152662-4,7
gnd:4125182-9,14
gnd:4248040-1,1
gnd:4131112-7,11
gnd:4197103-6,2
gnd:4194232-2,10
gnd:4161931-6,4
gnd:4226679-8,3
gnd:4012295-5,10
gnd:4063597-1,3
gnd:4152821-9,1
gnd:1072323532,1
gnd:4467617-7,21
gnd:7603780-0,2
gnd:4428447-0,2
gnd:1117164012,7
gnd:4057502-0,7
gnd:4121894-2,16
gnd:4154756-1,11
gnd:1115819186,6
gnd:4160693-0,4
gnd:4167032-2,22
gnd:4542439-1,8
gnd:4200069-5,1
gnd:4135099-6,1
gnd:4042095-4,8
gnd:4691239-3,6
gnd:4158138-6,5
gnd:4175512-1,1
gnd:4063353-6,7
gnd:4378166-4,1
gnd:7578680-1,4
gnd:4609069-1,6
gnd:4186830-4,1
gnd:4004792-1,5
gnd:4414616-4,2
gnd:4036974-2,4
gnd:4033747-9,1
gnd:4051933-8,3
gnd:4136610-4,4
gnd:4123004-8,4
gnd:4326739-7,2
gnd:4195598-5,1
gnd:4038953-4,25
gnd:4261533-1,1
gnd:4802706-6,2
gnd:4261129-5,1
gnd:7845187-5,21
gnd:4523359-7,2
gnd:4129892-5,2
gnd:4187603-9,2
gnd:4318600-2,1
gnd:4364551-3,1
gnd:4115584-1,2
gnd:4196318-0,1
gnd:4123194-6,3
gnd:4129279-0,2
gnd:4391733-1,1
gnd:4124258-0,7
gnd:4201235-1,2
gnd:4179361-4,1
gnd:4229156-2,1
gnd:4224972-7,2
gnd:4651615-3,2
gnd:4312649-2,2
gnd:4160602-4,1
gnd:4064176-4,6
gnd:4066573-2,10
gnd:1036525910,2
gnd:4832794-3,2
gnd:4368660-6,1
gnd:7641922-8,1
gnd:4199486-3,1
gnd:7731780-4,2
gnd:4144220-9,19
gnd:4004785-4,17
gnd:1123527725,13
gnd:4030344-5,3
gnd:4030340-8,40
gnd:4295517-8,4
gnd:4239463-6,3
gnd:4128531-1,2
gnd:4169130-1,1
gnd:4123657-9,3
gnd:4037968-1,6
gnd:4138983-9,6
gnd:4129132-3,1
gnd:4006801-8,6
gnd:4168928-8,1
gnd:4311194-4,1
gnd:4152833-5,1
gnd:4192222-0,1
gnd:4124979-3,1
gnd:4037005-7,8
gnd:4239879-4,5
gnd:4206222-6,13
gnd:7700773-6,6
gnd:7590592-9,6
gnd:4013227-4,2
gnd:4710615-3,2
gnd:4406251-5,1
gnd:4131213-2,9
gnd:4273403-4,3
gnd:4645646-6,16
gnd:4371748-2,1
gnd:4076988-4,3
gnd:4242353-3,2
gnd:4827986-9,2
gnd:4056588-9,22
gnd:4112519-8,6
gnd:4129359-9,2
gnd:7596595-1,27
gnd:4142443-8,46
gnd:4188691-4,6
gnd:4037875-5,6
gnd:4291167-9,1
gnd:1249405939,1
gnd:4065654-8,5
gnd:4134530-7,2
gnd:4124417-5,1
gnd:4211986-8,2
gnd:4365532-4,1
gnd:4135793-0,5
gnd:4164840-7,3
gnd:4227723-1,1
gnd:4164837-7,1
gnd:4037951-6,32
gnd:4145177-6,17
gnd:4141106-7,1
gnd:1113031921,6
gnd:4127795-8,8
gnd:4138530-5,4
gnd:4173244-3,3
gnd:4139408-2,24
gnd:4021007-8,1
gnd:4025864-6,4
gnd:4062838-3,1
gnd:4113434-5,3
gnd:4175199-1,1
gnd:4031445-5,10
gnd:4004135-9,2
gnd:4002855-0,30
gnd:4665808-7,3
gnd:4168094-7,3
gnd:4186906-0,3
gnd:4249243-9,3
gnd:4139118-4,1
gnd:4062992-2,12
gnd:4032290-7,4
gnd:4014237-1,5
gnd:4672054-6,2
gnd:4253324-7,4
gnd:4125275-5,13
gnd:4130365-9,1
gnd:4137021-1,6
gnd:4014801-4,4
gnd:7664140-5,1
gnd:4307945-3,11
gnd:4222923-6,1
gnd:4776875-7,1
gnd:4164636-8,2
gnd:4400537-4,2
gnd:4191379-6,2
gnd:4399678-4,2
gnd:4656690-9,2
gnd:4128651-0,6
gnd:4140457-9,10
gnd:4361361-5,1
gnd:4176611-8,2
gnd:4157357-2,2
gnd:7642899-0,1
gnd:4059416-6,2
gnd:4156529-0,1
gnd:4184221-2,6
gnd:4040320-8,11
gnd:4045968-8,9
gnd:4112774-2,2
gnd:4020933-7,2
gnd:4114406-5,1
gnd:4065365-1,11
gnd:4129931-0,17
gnd:4813379-6,1
gnd:4141377-5,5
gnd:1036716392,6
gnd:4135964-1,4
gnd:4136950-6,4
gnd:4015186-4,8
gnd:4138932-3,51
gnd:4516609-2,1
gnd:4123335-9,1
gnd:4204323-2,6
gnd:4827059-3,11
gnd:4274372-2,3
gnd:4490936-6,2
gnd:4128300-4,7
gnd:4456134-9,4
gnd:7738882-3,1
gnd:4146312-2,2
gnd:7578669-2,1
gnd:4270910-6,10
gnd:4036020-9,2
gnd:4055260-3,13
gnd:4302520-1,3
gnd:4057826-4,8
gnd:4212586-8,4
gnd:4491535-4,1
gnd:7635475-1,42
gnd:4705801-8,1
gnd:4191094-1,11
gnd:4072684-8,2
gnd:4182146-4,5
gnd:4121011-6,2
gnd:4286297-8,1
gnd:4474751-2,2
gnd:4020286-0,12
gnd:4121905-3,18
gnd:1036677591,2
gnd:1161029532,1
gnd:4300399-0,2
gnd:4124854-5,6
gnd:4291166-7,1
gnd:4145413-3,1
gnd:4152975-3,2
gnd:4627787-0,1
gnd:4112758-4,1
gnd:4120446-3,11
gnd:4142327-6,2
gnd:4160137-3,2
gnd:4169878-2,1
gnd:4205149-6,1
gnd:4133791-8,1
gnd:4129916-4,1
gnd:4176604-0,1
gnd:4194624-8,4
gnd:1068047720,4
gnd:4166641-0,1
gnd:4041964-2,2
gnd:4041983-6,1
gnd:4113586-6,6
gnd:4154753-6,5
gnd:4444715-2,7
gnd:4228253-6,1
gnd:4755195-1,1
gnd:4063532-6,21
gnd:4184280-7,8
gnd:7674070-5,8
gnd:4010449-7,30
gnd:4141848-7,2
gnd:4074715-3,21
gnd:1098350065,2
gnd:4327512-6,2
gnd:4195685-0,16
gnd:4180331-0,2
gnd:4172136-6,2
gnd:4173107-4,2
gnd:4194368-5,2
gnd:4335733-7,2
gnd:4112798-5,2
gnd:4201236-3,1
gnd:4128299-1,7
gnd:4131762-2,4
gnd:4207852-0,1
gnd:4150912-2,1
gnd:4199712-8,1
gnd:4167806-0,1
gnd:4143704-4,5
gnd:1063140641,1
gnd:4178936-2,16
gnd:4030702-5,10
gnd:4069359-4,2
gnd:4162644-8,1
gnd:4182213-4,8
gnd:4332825-8,2
gnd:4156451-0,1
gnd:4071279-5,14
gnd:7638375-1,2
gnd:7692236-4,18
gnd:4121570-9,1
gnd:4154425-0,1
gnd:4132100-5,1
gnd:4388839-2,2
gnd:4125366-8,2
gnd:4146124-1,1
gnd:4140782-9,2
gnd:4317184-9,1
gnd:4177687-2,6
gnd:4202404-3,2
gnd:4186647-2,3
gnd:4225859-5,1
gnd:4142965-5,7
gnd:4159107-0,2
gnd:4079268-7,2
gnd:4130318-0,1
gnd:4011344-9,3
gnd:4154743-3,4
gnd:4154760-3,20
gnd:4334316-8,6
gnd:4617285-3,4
gnd:4132272-1,22
gnd:4189606-3,16
gnd:4144455-3,19
gnd:4132877-2,4
gnd:4054858-2,14
gnd:4191504-5,2
gnd:4117203-6,8
gnd:4305118-2,1
gnd:4016020-8,3
gnd:1188755676,29
gnd:4160153-1,3
gnd:4047840-3,5
gnd:1060780534,2
gnd:4305728-7,1
gnd:7516633-1,10
gnd:1176227475,12
gnd:4162370-8,1
gnd:4177348-2,3
gnd:4161041-6,6
gnd:4161044-1,5
gnd:4302100-1,1
gnd:4139075-1,4
gnd:4114297-4,3
gnd:4763174-0,10
gnd:4072395-1,3
gnd:4057000-9,43
gnd:4141698-3,1
gnd:4164825-0,5
gnd:4582676-6,1
gnd:4186634-4,7
gnd:4137304-2,42
gnd:4019841-8,3
gnd:4140945-0,2
gnd:4026955-3,29
gnd:4115746-1,8
gnd:4186820-1,5
gnd:4138523-8,1
gnd:4177061-4,24
gnd:4234472-4,1
gnd:4019902-2,8
gnd:4164923-0,1
gnd:4148954-8,11
gnd:4017469-4,4
gnd:4025787-3,5
gnd:4181229-3,2
gnd:4273609-2,2
gnd:4192482-4,1
gnd:4283234-2,4
gnd:4185818-9,5
gnd:4174799-9,3
gnd:4143246-0,3
gnd:4154750-0,5
gnd:1106873289,8
gnd:4124801-6,13
gnd:4678002-6,1
gnd:4605880-1,2
gnd:4019294-5,6
gnd:4166631-8,5
gnd:4774034-6,8
gnd:1054938172,1
gnd:4162064-1,2
gnd:4122383-4,6
gnd:4271854-5,3
gnd:7713286-5,2
gnd:4294714-5,1
gnd:7734987-8,17
gnd:4806885-8,7
gnd:4183400-8,3
gnd:4296671-1,2
gnd:4209324-7,9
gnd:1090810776,1
gnd:4176776-7,3
gnd:4212392-6,2
gnd:4079256-0,8
gnd:4211580-2,1
gnd:4187817-6,14
gnd:4316154-6,5
gnd:4376155-0,10
gnd:4202628-3,6
gnd:4157582-9,1
gnd:4719748-1,2
gnd:4183018-0,3
gnd:4194563-3,2
gnd:4429911-4,1
gnd:1199322490,7
gnd:4152938-8,4
gnd:4130981-9,20
gnd:4137510-5,6
gnd:4016317-9,2
gnd:7552970-1,4
gnd:4130905-4,1
gnd:4268208-3,25
gnd:4263656-5,1
gnd:4145587-3,1
gnd:4161062-3,1
gnd:4036197-4,2
gnd:4190743-7,1
gnd:4155901-0,11
gnd:4330659-7,2
gnd:4190614-7,2
gnd:4446429-0,1
gnd:4318450-9,1
gnd:4164318-5,8
gnd:1036590356,1
gnd:4177490-5,7
gnd:7703618-9,11
gnd:4200547-4,4
gnd:4176339-7,2
gnd:4071428-7,5
gnd:4704537-1,1
gnd:1029172765,2
gnd:4154496-1,5
gnd:4233947-9,49
gnd:4176905-3,9
gnd:4137151-3,2
gnd:4162265-0,4
gnd:4841533-9,19
gnd:4430243-5,22
gnd:4236138-2,2
gnd:4166772-4,2
gnd:1276115946,1
gnd:4141714-8,3
gnd:4128462-8,13
gnd:1201434653,1
gnd:4162770-2,3
gnd:4001164-1,9
gnd:4045790-4,2
gnd:4419964-8,1
gnd:4164435-9,1
gnd:4169127-1,2
gnd:4054021-2,2
gnd:4015223-6,18
gnd:4130198-5,3
gnd:4070742-8,3
gnd:4003694-7,6
gnd:4135966-5,1
gnd:4338507-2,49
gnd:4245877-8,1
gnd:4469666-8,1
gnd:4131388-4,1
gnd:4188449-8,1
gnd:4043793-0,38
gnd:4187413-4,10
gnd:4038974-1,5
gnd:4121498-5,2
gnd:7750895-6,16
gnd:4062354-3,2
gnd:4115453-8,2
gnd:1172567794,1
gnd:4008113-8,5
gnd:4164493-1,2
gnd:4129524-9,3
gnd:4139780-0,6
gnd:4588029-3,3
gnd:4041354-8,13
gnd:4058900-6,10
gnd:4156317-7,2
gnd:4020383-9,3
gnd:4023453-8,52
gnd:4034949-4,7
gnd:4227291-9,1
gnd:4624309-4,1
gnd:4606156-3,4
gnd:4124943-4,1
gnd:4731131-9,1
gnd:4153860-2,2
gnd:4127386-2,7
gnd:4058129-9,1
gnd:4174609-0,7
gnd:1079563938,2
gnd:4079154-3,8
gnd:7658965-1,4
gnd:7615986-3,2
gnd:7712886-2,24
gnd:4365956-1,5
gnd:4722475-7,14
gnd:4125387-5,24
gnd:4189152-1,1
gnd:4706034-7,3
gnd:4135418-7,1
gnd:4182988-8,1
gnd:4254792-1,7
gnd:4268385-3,8
gnd:4016845-1,3
gnd:4161692-3,4
gnd:4369109-2,1
gnd:4026436-1,2
gnd:4143389-0,20
gnd:4124057-1,3
gnd:4061835-3,22
gnd:4116486-6,12
gnd:4137364-9,29
gnd:4027687-9,4
gnd:7703283-4,2
gnd:4172439-2,2
gnd:4154197-2,1
gnd:1041654014,2
gnd:4421492-3,9
gnd:4231040-4,1
gnd:4341079-0,1
gnd:4159868-4,3
gnd:4341080-7,1
gnd:4134668-3,3
gnd:4175482-7,2
gnd:4261578-1,2
gnd:4003972-9,5
gnd:4426069-6,1
gnd:4216198-8,2
gnd:1030464014,3
gnd:4252093-9,8
gnd:4155046-8,24
gnd:4190051-0,1
gnd:4205756-5,2
gnd:4169315-2,11
gnd:4135410-2,9
gnd:4052359-7,2
gnd:4154978-8,3
gnd:4066363-2,1
gnd:4450077-4,1
gnd:4438039-2,1
gnd:4206484-3,2
gnd:4044893-9,1
gnd:4057447-7,5
gnd:4128698-4,8
gnd:4474010-4,3
gnd:4174632-6,6
gnd:1204156549,6
gnd:4121067-0,5
gnd:4002849-5,13
gnd:4139566-9,2
gnd:4171746-6,1
gnd:4042102-8,7
gnd:4128142-1,12
gnd:4129930-9,9
gnd:4055586-0,1
gnd:4502205-7,7
gnd:4113419-9,26
gnd:4025668-6,18
gnd:4173630-8,2
gnd:4054949-5,1
gnd:7651929-6,1
gnd:4448560-8,2
gnd:4063180-1,2
gnd:4137149-5,1
gnd:4078786-2,1
gnd:4125159-3,2
gnd:4708823-0,1
gnd:7576811-2,6
gnd:1094911739,7
gnd:4608511-7,1
gnd:4836599-3,1
gnd:4257024-4,1
gnd:4186048-2,1
gnd:4179815-6,1
gnd:4146877-6,3
gnd:4841224-7,19
gnd:7845098-6,2
gnd:7675980-5,6
gnd:4153194-2,1
gnd:4324135-9,4
gnd:4033569-0,12
gnd:4600376-9,1
gnd:4196468-8,1
gnd:4241493-3,9
gnd:4125986-5,2
gnd:4252307-2,1
gnd:4038906-6,10
gnd:4001592-0,1
gnd:4169888-5,1
gnd:4140292-3,1
gnd:4557275-6,1
gnd:4056837-4,19
gnd:4182836-7,3
gnd:4163134-1,1
gnd:4313296-0,4
gnd:4127568-8,6
gnd:4321917-2,7
gnd:4042063-2,2
gnd:4133858-3,1
gnd:4228872-1,2
gnd:4138368-0,10
gnd:4077346-2,2
gnd:4159341-8,3
gnd:4348233-8,2
gnd:4790233-4,2
gnd:4332830-1,1
gnd:4113393-6,3
gnd:4331107-6,1
gnd:4057700-4,1
gnd:4073931-4,1
gnd:4325733-1,2
gnd:4254737-4,5
gnd:7826370-0,1
gnd:105899333X,7
gnd:4135582-9,3
gnd:4288548-6,2
gnd:4512043-2,1
gnd:4419104-2,2
gnd:4059237-6,12
gnd:4052368-8,10
gnd:4182956-6,1
gnd:7615139-6,1
gnd:4173254-6,2
gnd:4129406-3,8
gnd:4025243-7,4
gnd:4172168-8,8
gnd:4348289-2,5
gnd:4199298-2,8
gnd:4129518-3,3
gnd:4386864-2,3
gnd:4128900-6,28
gnd:4711169-0,1
gnd:4642298-5,5
gnd:4155569-7,7
gnd:4143419-5,6
gnd:4121233-2,3
gnd:4138666-8,11
gnd:4276212-1,7
gnd:4528312-6,3
gnd:4248863-1,2
gnd:4219184-1,1
gnd:4193384-9,1
gnd:4171645-0,2
gnd:4153283-1,16
gnd:4122796-7,11
gnd:4113981-1,3
gnd:4204779-1,7
gnd:4049674-0,2
gnd:4056593-2,2
gnd:4151772-6,3
gnd:4184557-2,1
gnd:4158002-3,4
gnd:4158003-5,6
gnd:4156711-0,6
gnd:7693533-4,19
gnd:4123189-2,5
gnd:4242058-1,4
gnd:4045301-7,4
gnd:4184808-1,5
gnd:4117641-8,10
gnd:1033604003,2
gnd:4304027-5,4
gnd:4132346-4,3
gnd:4031889-8,1
gnd:4026925-5,3
gnd:4058779-4,5
gnd:4439610-7,1
gnd:1058901281,3
gnd:4059615-1,11
gnd:4020547-2,8
gnd:4529578-5,3
gnd:4529576-1,1
gnd:4615388-3,3
gnd:7525775-0,7
gnd:4411121-6,1
gnd:4066586-0,4
gnd:4529256-5,2
gnd:4014300-4,2
gnd:4189502-2,1
gnd:4316695-7,2
gnd:4366915-3,5
gnd:4818975-3,1
gnd:4058345-4,4
gnd:4421191-0,2
gnd:4172620-0,5
gnd:4793676-9,24
gnd:4203408-5,3
gnd:4010974-4,6
gnd:4137314-5,2
gnd:4304013-5,6
gnd:1070408565,2
gnd:4590561-7,1
gnd:4156707-9,1
gnd:4199958-7,7
gnd:4170422-8,4
gnd:4323094-5,8
gnd:4180568-9,2
gnd:4167730-4,3
gnd:4127046-0,2
gnd:4126921-4,1
gnd:7722784-0,12
gnd:7724020-0,9
gnd:4179890-9,3
gnd:4004038-0,2
gnd:4465270-7,1
gnd:4048597-3,5
gnd:4177330-5,1
gnd:4232079-3,3
gnd:4210187-6,2
gnd:4320678-5,6
gnd:4195108-6,1
gnd:4201074-3,1
gnd:1029624550,1
gnd:4129864-0,9
gnd:4135541-6,2
gnd:4137530-0,2
gnd:4115613-4,2
gnd:4002856-2,7
gnd:4188928-9,2
gnd:4047020-9,2
gnd:4121544-8,2
gnd:4253327-2,2
gnd:4320090-4,3
gnd:4171735-1,4
gnd:4114240-8,2
gnd:4203589-2,1
gnd:4205642-1,1
gnd:4126368-6,3
gnd:4157029-7,2
gnd:4232369-1,1
gnd:4204286-0,1
gnd:4128160-3,8
gnd:4117629-7,12
gnd:4135573-8,4
gnd:4154992-2,1
gnd:4125556-2,2
gnd:4362843-6,3
gnd:1050279042,2
gnd:4002147-6,4
gnd:1103156357,8
gnd:7725033-3,7
gnd:4487916-7,3
gnd:4031646-4,5
gnd:4164753-1,4
gnd:4435933-0,4
gnd:4240300-5,7
gnd:4475218-0,3
gnd:4144992-7,2
gnd:4145003-6,3
gnd:4796826-6,2
gnd:4026858-5,2
gnd:4042068-1,1
gnd:4066606-2,1
gnd:4120791-9,3
gnd:4200720-3,4
gnd:4744234-7,1
gnd:4127480-5,1
gnd:4148721-7,4
gnd:4231942-0,4
gnd:4019311-1,79
gnd:4113829-6,17
gnd:4150801-4,1
gnd:4075237-9,3
gnd:4335050-1,7
gnd:4616843-6,27
gnd:4288473-1,4
gnd:7724593-3,1
gnd:4745718-1,1
gnd:4155956-3,5
gnd:4210039-2,4
gnd:4121084-0,15
gnd:4218770-9,1
gnd:4151755-6,1
gnd:4033856-3,3
gnd:4355658-9,7
gnd:4123953-2,2
gnd:4208404-0,4
gnd:4448145-7,1
gnd:4161145-7,1
gnd:4066776-5,1
gnd:4176598-9,4
gnd:4131221-1,3
gnd:4192487-3,5
gnd:4273153-7,2
gnd:4634464-0,7
gnd:4001165-3,6
gnd:4053968-4,2
gnd:4143668-4,1
gnd:103887131X,3
gnd:4162365-4,1
gnd:4137027-2,9
gnd:4138566-4,6
gnd:4735512-8,1
gnd:4140066-5,5
gnd:4044522-7,11
gnd:4159831-3,1
gnd:4125270-6,5
gnd:4278070-6,4
gnd:4001991-3,12
gnd:4461975-3,6
gnd:1026231493,1
gnd:4153967-9,3
gnd:4150137-8,5
gnd:4193399-0,6
gnd:4342449-1,2
gnd:4337448-7,1
gnd:4182740-5,3
gnd:4831752-4,1
gnd:4324626-6,1
gnd:109388973X,1
gnd:4157471-0,5
gnd:4280826-1,7
gnd:4147635-9,1
gnd:4565767-1,8
gnd:4202146-7,1
gnd:4247908-3,1
gnd:1145078192,1
gnd:4308224-5,8
gnd:4166139-4,2
gnd:4173034-3,2
gnd:4148865-9,9
gnd:4054945-8,16
gnd:4037349-6,6
gnd:4200628-4,1
gnd:4012386-8,6
gnd:4020794-8,2
gnd:4320782-0,1
gnd:4305214-9,1
gnd:4185644-2,1
gnd:4137316-9,1
gnd:4031830-8,4
gnd:4338131-5,3
gnd:4123902-7,5
gnd:4605443-1,1
gnd:4410963-5,1
gnd:4067601-8,4
gnd:4552796-9,2
gnd:4186999-0,3
gnd:4247924-1,5
gnd:4600802-0,4
gnd:4127484-2,9
gnd:4000493-4,7
gnd:4246080-3,7
gnd:4140374-5,1
gnd:4149173-7,6
gnd:4425811-2,2
gnd:4062901-6,11
gnd:4129062-8,3
gnd:4019583-1,1
gnd:4005255-2,1
gnd:4139499-9,4
gnd:4074518-1,14
gnd:4488490-4,4
gnd:4121267-8,4
gnd:4431187-4,1
gnd:4133373-1,1
gnd:4038031-2,15
gnd:4122953-8,2
gnd:4148871-4,1
gnd:4529411-2,2
gnd:4200462-7,1
gnd:4124132-0,2
gnd:4204496-0,2
gnd:4037379-4,15
gnd:4311174-9,2
gnd:4024955-4,6
gnd:4051642-8,3
gnd:4003305-3,5
gnd:4158251-2,5
gnd:4064206-9,3
gnd:4590007-3,1
gnd:4337730-0,52
gnd:4573808-7,3
gnd:4289015-9,2
gnd:4362670-1,9
gnd:4238072-8,1
gnd:4123118-1,4
gnd:4233398-2,4
gnd:4205974-4,1
gnd:4384749-3,1
gnd:4270802-3,4
gnd:4730501-0,2
gnd:4191097-7,3
gnd:1075058163,12
gnd:4211503-6,3
gnd:7711752-9,2
gnd:1297457242,1
gnd:4145532-0,1
gnd:4288370-2,2
gnd:4562925-0,1
gnd:7544017-9,1
gnd:4131331-8,13
gnd:4363288-9,2
gnd:4238166-6,1
gnd:7542254-2,12
gnd:4129917-6,1
gnd:4311180-4,1
gnd:4031767-5,3
gnd:4181785-0,4
gnd:4166812-1,3
gnd:4211329-5,3
gnd:4461772-0,2
gnd:4192247-5,1
gnd:4171533-0,9
gnd:4270772-9,4
gnd:4379207-8,5
gnd:4164696-4,1
gnd:4206361-9,2
gnd:4224817-6,4
gnd:4132596-5,1
gnd:4201889-4,4
gnd:7826356-6,4
gnd:4126359-5,1
gnd:4726762-8,1
gnd:4064324-4,81
gnd:4126963-9,15
